الترتيب,الرمز,الاسم,القطاع,السعر,التغير_20ساعة_%,RSI14,الدرجة,التصنيف,تجميع_ذكي,سيولة_ذكية,تشبع_بيع_وارتداد,اختراق_فني,بنية_الاتجاه,عقوبة_تصريف,أسباب_الاختيار
105,4339,دراية ريت,الصناديق العقارية المتداولة,5.3,1.1,60.5,22.4,⚠️ تصريف/توزيع,0.2,15.6,0.0,10.0,5.0,8.5,💧 حجم أيام الصعود أعلى من النزول بنسبة 3.2x خلال 10 جلسات | 🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.3x | 👀 السهم يقترب من اختراق قمة 20 جلسة | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.10) رغم ارتفاع السعر مؤخراً
106,1214,شاكر,السلع الرأسمالية,12.24,1.3,62.8,22.3,⚠️ تصريف/توزيع,7.6,14.2,0.0,10.0,5.0,14.5,📈 مؤشر OBV في صعود مستمر خلال 20 جلسة مع تماسك سعري هادئ (تجميع بصمت) | 💧 حجم أيام الصعود أعلى من النزول بنسبة 4.3x خلال 10 جلسات | 👀 السهم يقترب من اختراق قمة 20 جلسة | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.19) رغم ارتفاع السعر مؤخراً
107,4100,مكة,إدارة وتطوير العقارات,82.35,0.7,54.1,21.8,⚠️ تصريف/توزيع,16.5,0.0,5.0,0.0,10.0,9.6,📦 تدفق نقدي إيجابي مستمر (CMF≈+0.26) يدل على تجميع | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.3x) - ضغط بيعي
108,1833,الموارد,الخدمات التجارية والمهنية,104.4,0.4,53.8,21.7,👀 متابعة,0.0,0.0,5.0,15.0,5.0,3.3,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 👀 السهم يقترب من اختراق قمة 20 جلسة | 📊 تقاطع MACD صعودي حديث (زخم إيجابي متجدد) | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.6x) - ضغط بيعي
109,4264,ناس,النقل,50.0,0.0,55.8,21.4,⚠️ تصريف/توزيع,0.0,6.9,5.0,10.0,10.0,10.5,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.3x | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 👀 السهم يقترب من اختراق قمة 20 جلسة | 📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.13) رغم ارتفاع السعر مؤخراً
110,3090,أسمنت تبوك,المواد الأساسية,7.41,-0.4,56.7,21.1,⚠️ تصريف/توزيع,4.2,12.0,5.0,5.0,5.0,10.1,📈 مؤشر OBV في صعود مستمر خلال 20 جلسة مع تماسك سعري هادئ (تجميع بصمت) | 💧 حجم أيام الصعود أعلى من النزول بنسبة 3.8x خلال 10 جلسات | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 👀 السهم يقترب من اختراق قمة 20 جلسة | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.13) رغم ارتفاع السعر مؤخراً
111,3091,أسمنت الجوف,المواد الأساسية,4.97,-0.4,47.2,20.8,⚠️ تصريف/توزيع,15.7,0.1,0.0,5.0,10.0,10.0,📦 تدفق نقدي إيجابي مستمر (CMF≈+0.19) يدل على تجميع | 👀 السهم يقترب من اختراق قمة 20 جلسة | 📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.0x) - ضغط بيعي
112,4262,لومي,النقل,28.68,1.0,57.3,20.7,⚠️ تصريف/توزيع,1.1,12.0,5.0,5.0,10.0,12.4,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.9x خلال 10 جلسات | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 👀 السهم يقترب من اختراق قمة 20 جلسة | 📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.16) رغم ارتفاع السعر مؤخراً
113,4349,الإنماء ريت الفندقي,الصناديق العقارية المتداولة,7.69,-1.2,27.9,20.7,⚠️ تصريف/توزيع,15.0,8.0,7.7,0.0,0.0,10.0,📦 تدفق نقدي إيجابي مستمر (CMF≈+0.53) يدل على تجميع | 🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ2.1x | ⏳ تشبع بيع واضح: RSI عند 28 (بانتظار تأكيد الارتداد) | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.0x) - ضغط بيعي
114,2360,الفخارية,المواد الأساسية,21.03,-1.5,55.7,20.5,👀 متابعة,0.0,5.5,5.0,0.0,10.0,0.0,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم
115,4030,البحري,الطاقة,35.28,-3.6,43.6,20.2,⚠️ تصريف/توزيع,15.0,0.0,5.2,0.0,10.0,10.0,📦 تدفق نقدي إيجابي مستمر (CMF≈+0.22) يدل على تجميع | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.3x) - ضغط بيعي
116,2250,المجموعة السعودية,المواد الأساسية,12.61,2.0,56.8,20.1,⚠️ تصريف/توزيع,2.9,4.4,5.0,5.0,10.0,7.2,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 👀 السهم يقترب من اختراق قمة 20 جلسة | 📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.08) رغم ارتفاع السعر مؤخراً
117,4350,الإستثمار ريت,الصناديق العقارية المتداولة,6.83,0.4,51.2,19.8,⚠️ تصريف/توزيع,0.0,9.5,5.0,5.0,10.0,9.6,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ2.2x | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 👀 السهم يقترب من اختراق قمة 20 جلسة | 📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.12) رغم ارتفاع السعر مؤخراً
118,2290,ينساب,المواد الأساسية,34.08,-0.6,59.4,19.7,👀 متابعة,2.2,7.9,5.0,0.0,10.0,5.4,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.4x خلال 10 جلسات | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.06) رغم ارتفاع السعر مؤخراً
119,6002,هرفي للأغذية,الخدمات الاستهلاكية,15.84,1.2,52.6,19.6,👀 متابعة,0.0,4.6,5.0,0.0,10.0,0.0,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم
120,1183,سهل,الخدمات المالية,14.46,0.1,49.6,19.1,👀 متابعة,5.3,3.8,5.0,0.0,5.0,0.0,📈 مؤشر OBV في صعود مستمر خلال 20 جلسة مع تماسك سعري هادئ (تجميع بصمت) | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 📐 السعر أعلى من المتوسط المتحرك 50 يوم
121,6014,الآمار,الخدمات الاستهلاكية,41.92,0.0,40.7,19.0,👀 متابعة,10.7,7.6,0.7,0.0,0.0,0.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.4x خلال 10 جلسات
122,4013,سليمان الحبيب,الرعاية الصحية,238.5,0.3,44.7,18.8,👀 متابعة,7.5,1.3,0.0,0.0,10.0,0.0,📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم
123,4291,الوطنية للتعليم,الخدمات الاستهلاكية,144.8,3.2,53.9,18.5,👀 متابعة,12.2,0.0,5.0,0.0,5.0,3.8,📦 تدفق نقدي إيجابي مستمر (CMF≈+0.07) يدل على تجميع | 📈 مؤشر OBV في صعود مستمر خلال 20 جلسة مع تماسك سعري هادئ (تجميع بصمت) | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.5x) - ضغط بيعي
124,4164,النهدي,تجزئة وتوزيع السلع الاستهلاكية,93.65,-0.1,47.0,18.3,👀 متابعة,0.0,8.3,0.0,5.0,5.0,0.0,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.3x | 👀 السهم يقترب من اختراق قمة 20 جلسة | 📐 السعر أعلى من المتوسط المتحرك 50 يوم
125,1323,يو سي آي سي,المواد الأساسية,27.46,-0.6,45.5,18.1,👀 متابعة,0.0,13.1,0.0,5.0,0.0,0.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.5x خلال 10 جلسات | 🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.3x | 👀 السهم يقترب من اختراق قمة 20 جلسة
126,4014,دار المعدات,الرعاية الصحية,28.54,1.3,56.8,18.0,👀 متابعة,6.7,1.9,5.0,0.0,10.0,5.6,📈 مؤشر OBV في صعود مستمر خلال 20 جلسة مع تماسك سعري هادئ (تجميع بصمت) | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.06) رغم ارتفاع السعر مؤخراً
127,3002,أسمنت نجران,المواد الأساسية,5.62,-1.2,49.9,17.9,👀 متابعة,4.8,3.0,0.0,0.0,10.0,0.0,📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم
128,2120,متطورة,الخدمات المالية,16.96,0.4,57.8,17.9,👀 متابعة,3.6,0.5,0.0,5.0,10.0,1.2,👀 السهم يقترب من اختراق قمة 20 جلسة | 📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.7x) - ضغط بيعي
129,2320,البابطين,السلع الرأسمالية,61.6,3.2,59.9,17.2,⚠️ تصريف/توزيع,0.8,8.5,0.0,5.0,10.0,7.2,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.4x | 📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.08) رغم ارتفاع السعر مؤخراً
130,4051,باعظيم,تجزئة السلع الكمالية,5.53,-0.5,47.4,17.1,👀 متابعة,15.0,2.1,0.0,0.0,0.0,0.0,📦 تدفق نقدي إيجابي مستمر (CMF≈+0.27) يدل على تجميع
131,6012,ريدان,الخدمات الاستهلاكية,17.19,-1.7,48.9,17.0,👀 متابعة,0.0,12.0,5.0,0.0,0.0,0.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 4.0x خلال 10 جلسات | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات
132,4331,الجزيرة ريت,الصناديق العقارية المتداولة,11.35,0.0,55.6,16.6,⚠️ تصريف/توزيع,1.6,20.0,0.0,5.0,5.0,15.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.8x خلال 10 جلسات | 🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ2.5x | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.30) رغم ارتفاع السعر مؤخراً
133,4163,الدواء,تجزئة وتوزيع السلع الاستهلاكية,38.9,-0.4,45.6,16.2,👀 متابعة,0.5,5.8,0.0,5.0,5.0,0.0,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.4x | 👀 السهم يقترب من اختراق قمة 20 جلسة | 📐 السعر أعلى من المتوسط المتحرك 50 يوم
134,1182,أملاك,الخدمات المالية,8.88,0.1,44.9,16.0,👀 متابعة,4.6,6.3,0.0,5.0,0.0,0.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.2x خلال 10 جلسات | 👀 السهم يقترب من اختراق قمة 20 جلسة
135,4061,أنعام القابضة,تجزئة وتوزيع السلع الاستهلاكية,12.26,1.1,54.2,14.8,⚠️ تصريف/توزيع,1.2,12.3,0.0,5.0,10.0,13.6,💧 حجم أيام الصعود أعلى من النزول بنسبة 2.1x خلال 10 جلسات | 📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.18) رغم ارتفاع السعر مؤخراً
136,2281,تنمية,إنتاج الأغذية,62.55,-2.1,40.1,14.3,👀 متابعة,4.7,3.8,5.8,0.0,0.0,0.0,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات
137,2010,سابك,المواد الأساسية,50.25,-0.8,46.5,14.2,⚠️ تصريف/توزيع,6.9,0.0,5.0,5.0,5.0,7.6,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 👀 السهم يقترب من اختراق قمة 20 جلسة | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.4x) - ضغط بيعي
138,3092,أسمنت الرياض,المواد الأساسية,23.33,0.6,61.0,14.1,⚠️ تصريف/توزيع,0.0,12.0,0.0,5.0,10.0,12.9,💧 حجم أيام الصعود أعلى من النزول بنسبة 5.5x خلال 10 جلسات | 👀 السهم يقترب من اختراق قمة 20 جلسة | 📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.17) رغم ارتفاع السعر مؤخراً
139,2060,التصنيع,المواد الأساسية,9.25,-4.3,30.1,13.6,👀 متابعة,6.7,4.5,2.4,0.0,0.0,0.0,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.2x
140,2030,المصافي,الطاقة,51.2,-0.2,52.5,13.5,⚠️ تصريف/توزيع,1.1,12.4,5.0,10.0,0.0,15.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.7x خلال 10 جلسات | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 👀 السهم يقترب من اختراق قمة 20 جلسة | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.26) رغم ارتفاع السعر مؤخراً
141,1832,صدر,الخدمات التجارية والمهنية,2.54,-0.4,45.8,12.4,⚠️ تصريف/توزيع,12.3,0.1,5.0,0.0,5.0,10.0,📦 تدفق نقدي إيجابي مستمر (CMF≈+0.15) يدل على تجميع | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.1x) - ضغط بيعي
142,4240,سينومي ريتيل,تجزئة السلع الكمالية,17.12,-6.9,43.8,12.3,👀 متابعة,0.0,6.8,5.5,0.0,0.0,0.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.3x خلال 10 جلسات | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات
143,1321,أنابيب الشرق,المواد الأساسية,186.7,-1.7,36.5,11.9,👀 متابعة,8.3,0.0,8.4,0.0,0.0,4.8,🔄 ارتداد من تشبع بيع: RSI عند 37 ويتجه للصعود | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.5x) - ضغط بيعي
144,1322,آماك,المواد الأساسية,85.05,-3.7,37.4,11.9,👀 متابعة,6.8,1.0,8.1,0.0,0.0,4.0,🔄 ارتداد من تشبع بيع: RSI عند 37 ويتجه للصعود | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.5x) - ضغط بيعي
145,7200,ام آي اس,التطبيقات وخدمات التقنية,297.4,-2.0,42.4,11.6,👀 متابعة,6.3,0.7,5.4,0.0,0.0,0.8,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.7x) - ضغط بيعي
146,4230,البحر الأحمر,إدارة وتطوير العقارات,24.08,-0.4,54.3,11.6,⚠️ تصريف/توزيع,0.0,11.6,5.0,0.0,10.0,15.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.7x خلال 10 جلسات | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.33) رغم ارتفاع السعر مؤخراً
147,4347,بنيان ريت,الصناديق العقارية المتداولة,9.85,-0.6,49.3,11.5,⚠️ تصريف/توزيع,3.6,0.0,0.0,5.0,10.0,7.2,👀 السهم يقترب من اختراق قمة 20 جلسة | 📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.4x) - ضغط بيعي
148,2222,أرامكو السعودية,الطاقة,26.14,-1.4,37.9,11.4,👀 متابعة,2.9,0.9,7.8,0.0,0.0,0.3,🔄 ارتداد من تشبع بيع: RSI عند 38 ويتجه للصعود | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.7x) - ضغط بيعي
149,4344,سدكو كابيتال ريت,الصناديق العقارية المتداولة,7.31,1.0,42.2,11.2,⚠️ تصريف/توزيع,14.4,0.0,5.4,0.0,0.0,8.7,📦 تدفق نقدي إيجابي مستمر (CMF≈+0.19) يدل على تجميع | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.4x) - ضغط بيعي
150,6004,كاتريون,الخدمات التجارية والمهنية,72.4,-0.1,48.4,11.2,👀 متابعة,3.8,0.0,5.0,5.0,0.0,2.6,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 👀 السهم يقترب من اختراق قمة 20 جلسة | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.6x) - ضغط بيعي
151,4005,رعاية,الرعاية الصحية,123.7,-1.9,38.4,11.0,👀 متابعة,0.0,9.9,1.1,0.0,0.0,0.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.6x خلال 10 جلسات
152,2170,اللجين,المواد الأساسية,27.4,-2.1,41.9,10.5,👀 متابعة,2.9,6.3,1.2,0.0,0.0,0.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.2x خلال 10 جلسات
153,3030,أسمنت السعودية,المواد الأساسية,28.86,0.1,54.7,10.1,⚠️ تصريف/توزيع,0.0,0.0,5.0,5.0,10.0,9.9,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 👀 السهم يقترب من اختراق قمة 20 جلسة | 📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.3x) - ضغط بيعي
154,4337,العزيزية ريت,الصناديق العقارية المتداولة,4.75,2.4,50.6,10.0,⚠️ تصريف/توزيع,15.0,0.0,0.0,0.0,5.0,10.0,📦 تدفق نقدي إيجابي مستمر (CMF≈+0.31) يدل على تجميع | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.3x) - ضغط بيعي
155,4003,إكسترا,تجزئة السلع الكمالية,66.7,1.8,63.2,9.2,⚠️ تصريف/توزيع,0.0,5.3,5.0,5.0,5.0,11.1,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 👀 السهم يقترب من اختراق قمة 20 جلسة | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.14) رغم ارتفاع السعر مؤخراً
156,4144,رؤوم,السلع الرأسمالية,74.5,0.3,60.3,8.9,⚠️ تصريف/توزيع,0.0,8.9,0.0,5.0,10.0,15.0,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.3x | 👀 السهم يقترب من اختراق قمة 20 جلسة | 📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.22) رغم ارتفاع السعر مؤخراً
157,4323,سمو,إدارة وتطوير العقارات,26.6,0.4,55.4,8.8,⚠️ تصريف/توزيع,2.8,2.8,0.0,5.0,5.0,6.8,👀 السهم يقترب من اختراق قمة 20 جلسة | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.08) رغم ارتفاع السعر مؤخراً
158,2230,الكيميائية,الرعاية الصحية,7.84,-0.6,46.6,8.3,⚠️ تصريف/توزيع,1.7,0.9,0.0,15.0,0.0,9.3,👀 السهم يقترب من اختراق قمة 20 جلسة | 📊 تقاطع MACD صعودي حديث (زخم إيجابي متجدد) | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.3x) - ضغط بيعي
159,4250,جبل عمر,إدارة وتطوير العقارات,18.5,-1.4,40.9,8.3,👀 متابعة,5.4,0.0,5.7,0.0,0.0,2.8,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.6x) - ضغط بيعي
160,1820,بان,الخدمات الاستهلاكية,2.07,-2.4,44.7,8.1,👀 متابعة,1.0,2.0,5.1,0.0,0.0,0.0,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات
161,4345,الإنماء ريت للتجزئة,الصناديق العقارية المتداولة,4.68,0.2,51.9,7.8,⚠️ تصريف/توزيع,2.0,5.8,0.0,5.0,5.0,10.0,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.5x | 👀 السهم يقترب من اختراق قمة 20 جلسة | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.2x) - ضغط بيعي
162,2070,الدوائية,الأدوية,30.76,-1.2,41.1,7.3,⚠️ تصريف/توزيع,8.0,0.4,5.6,0.0,0.0,6.7,📦 تدفق نقدي إيجابي مستمر (CMF≈+0.06) يدل على تجميع | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.4x) - ضغط بيعي
163,4325,مسار,إدارة وتطوير العقارات,17.96,-0.1,37.4,7.3,⚠️ تصريف/توزيع,16.1,0.0,1.2,0.0,0.0,10.0,📦 تدفق نقدي إيجابي مستمر (CMF≈+0.18) يدل على تجميع | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.3x) - ضغط بيعي
164,4070,تهامة,الإعلام والترفيه,21.07,-0.0,52.0,6.8,👀 متابعة,1.9,0.0,0.0,0.0,10.0,5.2,📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.5x) - ضغط بيعي
165,4263,سال,النقل,168.9,-1.7,45.1,6.1,⚠️ تصريف/توزيع,1.2,8.1,5.0,5.0,0.0,13.2,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.4x خلال 10 جلسات | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.17) رغم ارتفاع السعر مؤخراً
166,4180,مجموعة فتيحي,السلع طويلة الأجل,2.44,-1.2,42.1,6.0,⚠️ تصريف/توزيع,14.8,0.0,1.2,0.0,0.0,10.0,📦 تدفق نقدي إيجابي مستمر (CMF≈+0.20) يدل على تجميع | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.1x) - ضغط بيعي
167,3005,أسمنت أم القرى,المواد الأساسية,12.38,-1.6,41.5,5.9,⚠️ تصريف/توزيع,10.3,0.0,5.6,0.0,0.0,10.0,📦 تدفق نقدي إيجابي مستمر (CMF≈+0.11) يدل على تجميع | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.2x) - ضغط بيعي
168,1211,معادن,المواد الأساسية,67.4,-3.6,37.4,5.9,⚠️ تصريف/توزيع,4.5,1.4,8.0,0.0,0.0,8.0,🔄 ارتداد من تشبع بيع: RSI عند 37 ويتجه للصعود | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.4x) - ضغط بيعي
169,4020,العقارية,إدارة وتطوير العقارات,15.65,-0.3,42.8,5.2,👀 متابعة,5.8,0.3,0.9,0.0,0.0,1.8,⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.6x) - ضغط بيعي
